"#property","latitude","longitude","address","alternativeName","city","name","corporateRepresentative","establisher","openingDate","telephone　number","medicalSubjects","note","numberOfBeds","pref","prefCode"
"jp.takamatsu.smartcity.medical.Hospital.482","34.352625","134.004934","香川県高松市香西本町１番地１　イオン高松ＳＣ３Ｆ","歯科","高松市","医療法人社団弘誠会サンクリーン歯科","理事長　松原　弘樹","医療法人社団弘誠会","2007/4/2","087-882-8241","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.483","34.33732","134.051315","香川県高松市常磐町二丁目８番地１０　Ｍａｃｒｏｐｈａｇｅ　Ｂｌｄｇ","歯科","高松市","JUN歯科クリニック","理事長　吉田　淳一","医療法人社団ジュンアートアンドサイエンス","2010/5/27","087-813-2123","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.484","34.264082","134.026326","香川県高松市香川町大野８６０番地３","歯科","高松市","さくら歯科医院","理事長　中根　高信","医療法人社団健進会","2014/10/1","087-885-4618","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.485","34.330856","134.158","香川県高松市牟礼町原５９４番地１","歯科","高松市","医療法人社団しん治歯科医院","理事長　髙橋　伸治","医療法人社団しん治歯科医院","2016/3/1","087-845-6644","歯科、矯正歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.486","34.343808","134.131726","香川県高松市牟礼町牟礼１０３３番地１","歯科","高松市","渋谷歯科医院","","渋谷　敦人","2016/4/1","087-845-9506","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.487","34.313356","134.083145","香川県高松市元山町１１９２番地１","歯科","高松市","しもむら歯科医院","理事長　下村　隼人","医療法人社団駿陽花","2021/4/1","087-805-7308","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.488","34.272663","133.988817","香川県高松市岡本町１６７４番地３","歯科","高松市","すまいる歯科・矯正歯科","理事長　金岡　和博","医療法人青空会","2021/10/1","087-814-4111","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.489","34.328717","134.060418","香川県高松市上福岡町２０３２番地２","歯科","高松市","すみれデンタルクリニック","","新川　修司","2023/4/18","087-880-8246","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.490","34.340296","134.048166","香川県高松市亀井町８番地４","歯科","高松市","医療法人社団聖ステラマリス会三枝デンタルオフィス","理事長　三枝　尚登","医療法人社団聖ステラマリス会三枝デンタルオフィス","2024/2/20","087-833-5008","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.491","34.276505","134.084779","香川県高松市川島本町１８９番地１","歯科","高松市","佐々木歯科医院","","佐々木　將員","2024/9/1","087-848-0142","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.492","34.344825","134.074508","香川県高松市福岡町三丁目３６番２３号","歯科","高松市","高松歯科診療所","会長　今城　広治","公益社団法人高松市歯科医師会","1980/5/1","087-851-1167","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.493","34.342203","134.040627","香川県高松市番町三丁目１５番２１号","歯科","高松市","高橋歯科医院","","高橋　博之","1983/8/1","087-833-3328","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.494","34.319765","134.053289","香川県高松市伏石町１４２８番地１６","歯科","高松市","としま歯科医院","","豊島　雄一","1985/7/1","087-865-7878","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.495","34.351146","134.026904","香川県高松市新北町１番１１号","歯科","高松市","立本歯科診療所","","立本　悟","1995/11/1","087-862-2001","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.496","34.354422","134.090337","香川県高松市屋島西町２４７９番地２７","歯科","高松市","つかだ歯科医院","","塚田　英治","1998/7/1","087-844-9082","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.497","34.279945","134.048087","香川県高松市仏生山町乙５４番地７","歯科","高松市","谷本歯科医院","","徳丸　和代","1998/9/13","087-889-0644","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.498","34.335771","134.044502","香川県高松市中央町１６番１７号　西村会計事務所ビル２Ｆ","歯科","高松市","たけい歯科クリニック","","武井　延哲","2000/1/4","087-862-5482","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.499","34.33771","134.05404","香川県高松市塩上町一丁目５番３号","歯科","高松市","高橋歯科医院（休止中）","","髙橋　利之","2001/6/27","087-833-5564","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.500","34.316661","134.073372","香川県高松市木太町７９２番地６","歯科","高松市","多田歯科医院","","多田　彰仁","2001/8/3","087-815-2010","歯科、矯正歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.501","34.345317","134.001202","香川県高松市香西本町３１１番地","歯科","高松市","医療法人社団グローバル会デンタルステーション谷本歯科医院","理事長　谷本　佳彦","医療法人社団グローバル会","2002/8/1","087-882-1181","歯科、矯正歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.502","34.346158","134.046779","香川県高松市古新町５番地１","歯科","高松市","医療法人社団新樹会豊嶋歯科医院","理事長　豊嶋　健治","医療法人社団新樹会","2003/1/1","087-822-6575","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.503","34.3062","133.997616","香川県高松市檀紙町１５１４番地１","歯科","高松市","医療法人社団鳥かい歯科医院","理事長　鳥養　弘一","医療法人社団鳥かい歯科医院","2003/4/1","087-885-2525","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.504","34.336559","134.050079","香川県高松市東田町１番地１　今竹ビル２Ｆ","歯科","高松市","田町たかはし歯科医院","","髙橋　利友","2003/8/1","087-837-7205","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.505","34.335662","134.139889","香川県高松市牟礼町大町１５５０番地１０","歯科","高松市","たけま歯科医院","","竹間　和重","1999/10/1","087-870-1360","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.506","34.344687","134.016858","香川県高松市郷東町１３４番地１","歯科","高松市","医療法人社団グローバル会デンタルステーションスマイル歯科医院","理事長　谷本　佳彦","医療法人社団グローバル会","2007/2/14","087-832-8844","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.507","34.239669","134.00637","香川県高松市香南町横井９８９番地１","歯科","高松市","月見ケ丘歯科クリニック","","尾崎　正幸","2007/5/18","087-879-0220","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.508","34.321862","134.045796","香川県高松市上之町一丁目４番５号","歯科","高松市","たにぐち歯科医院","","谷口　徳広","2008/1/10","087-816-7551","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.509","34.294229","133.963925","香川県高松市国分寺町福家甲３８５３番地６","歯科","高松市","つつみ歯科医院","","堤　久雄","2009/3/23","087-874-7373","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.510","34.341028","134.054997","香川県高松市塩屋町１１番地１６","歯科","高松市","高松歯科口腔外科クリニック","","細江　美知","2009/8/21","087-813-1666","歯科、口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.511","34.307921","134.091619","香川県高松市東山崎町６６８番地１","歯科","高松市","医療法人社団グローバル会デンタルステーションピース歯科医院","理事長　谷本　佳彦","医療法人社団グローバル会","2009/9/1","087-847-2525","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.512","34.323337","134.092861","香川県高松市春日町４８５番地１５","歯科","高松市","医療法人社団てらい歯科矯正歯科","理事長　寺井　邦博","医療法人社団てらい歯科矯正歯科","2009/11/1","087-844-4187","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.513","34.30533","134.069034","香川県高松市林町２５３８番地１０","歯科","高松市","医療法人優心会高松大塚歯科医院","理事長　大塚　秀人","医療法人優心会","2013/6/1","087-815-2424","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.514","34.352408","134.046631","香川県高松市サンポート２番１号　９Ｆ","歯科","高松市","武田歯科医院","","武田　聡史","2015/8/18","087-822-0972","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.515","34.348073","134.047595","香川県高松市西内町１番６号　アルファリビング高松駅前","歯科","高松市","高松駅前アルファ歯科クリニック","理事長　池田　耕士","医療法人アルファ","2016/4/1","087-821-2418","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.516","34.30651","133.990193","香川県高松市御厩町４７６番地","歯科","高松市","高田歯科口腔外科医院","","髙田　匡基","2017/10/10","087-886-4600","歯科、矯正歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.517","34.329099","134.047029","香川県高松市栗林町一丁目９番１６号","歯科","高松市","佃歯科医院","理事長　佃　肇","医療法人つくだ歯科医院","2018/3/16","087-831-8244","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.518","34.341293","134.030637","香川県高松市西宝町一丁目４番２１号","歯科","高松市","つばさ歯科医院","","奥谷　諭","2019/7/1","087-802-0418","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.519","34.338251","134.051074","香川県高松市常磐町一丁目９番地１４","歯科","高松市","谷口歯科医院","","谷口　潔","2020/6/8","087-831-8020","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.520","34.327023","134.093562","香川県高松市春日町８１２番地１","歯科","高松市","たかまつファミリー歯科医院","理事長　髙松　昇一郎","医療法人高志会","2022/4/1","087-813-8788","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.521","34.328849","134.064336","香川県高松市上福岡町９８５番地１","歯科","高松市","高松プレモ歯科クリニック","理事長　加藤　茂俊","医療法人社団愛生会","2023/5/1","087-814-4618","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.522","34.315438","134.030143","香川県高松市田村町３２１番地１","歯科","高松市","医療法人社団グローバル会デンタルステーションりつりん歯科医院","理事長　谷本　佳彦","医療法人社団グローバル会","2024/4/4","087-867-1181","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.523","34.309157","134.053492","香川県高松市伏石町２１３７−２０","歯科","高松市","高松イイハ歯科","","米田　照英","2024/11/8","087-865-1180","歯科、矯正歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.524","34.288465","134.051118","香川県高松市多肥上町５０９番地１","歯科","高松市","中村歯科医院","","中村　公士","1980/4/1","087-888-1211","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.525","34.34467","134.015894","香川県高松市郷東町１３６番地６","歯科","高松市","西谷歯科医院","","西谷　義則","1985/10/1","087-882-8800","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.526","34.309724","134.054193","香川県高松市伏石町２１２６番地７","歯科","高松市","永原歯科医院","","永原　滋万","1986/1/3","087-866-1115","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.527","34.290086","134.020909","香川県高松市一宮町１５９１番地６","歯科","高松市","なかむら歯科医院","","中村　久美","1992/6/15","087-885-5655","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.528","34.341866","134.066835","香川県高松市松福町二丁目１０−６","歯科","高松市","医療法人社団永木歯科医院","理事長　永木　孝典","医療法人社団永木歯科医院","1996/01/01","087-823-1188","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.529","34.326783","134.047525","香川県高松市花ノ宮町一丁目１番２７号","歯科","高松市","中山歯科クリニック","","中山　康弘","2004/8/1","087-863-7730","歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.530","34.337651","134.044286","香川県高松市中央町５番２９号","歯科","高松市","中山歯科医院","","中山　盛幹","2005/2/1","087-833-6233","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.531","34.272084","134.035696","香川県高松市仏生山町甲１４１６番地１","歯科","高松市","医療法人社団皓歯会西村歯科医院","理事長　西村　健司","医療法人社団皓歯会","2005/8/1","087-889-1811","歯科、矯正歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.532","34.314448","134.053968","香川県高松市伏石町２０５６番地３","歯科","高松市","医療法人社団西原歯科医院","理事長　西原　実男","医療法人社団西原歯科医院","2006/1/1","087-868-3535","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.533","34.307605","133.973793","香川県高松市国分寺町新居３３８５番地１","歯科","高松市","新居歯科医院","","新居　賢","1999/5/1","087-874-0116","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.534","34.259998","134.034437","香川県高松市香川町浅野６２４番地７","歯科","高松市","ながまち歯科医院","","長町　直樹","1994/7/14","087-888-6001","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.535","34.255487","134.035912","香川県高松市香川町浅野１０５３番地７","歯科","高松市","ぬまた歯科医院","","沼田　浩","2000/12/5","087-879-0661","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.536","34.338261","134.058145","香川県高松市塩上町三丁目１４番１７号","歯科","高松市","西岡歯科医院","","西岡　士郎","2007/9/1","087-831-1987","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.537","34.331135","134.050815","香川県高松市栗林町二丁目１０番１３号","歯科","高松市","なかつか歯科医院","","中塚　智雄","2007/7/18","087-862-3150","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.538","34.343982","134.038701","香川県高松市扇町二丁目７番１号　岡ビル１Ｆ","歯科","高松市","にしくぼ歯科医院","","西窪　政人","2010/11/9","087-813-2088","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.539","34.333694","134.080126","香川県高松市木太町２５６５番地４","歯科","高松市","長町歯科クリニック","","長町　健史","2011/11/4","087-813-4618","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.540","34.289414","134.028092","香川県高松市一宮町７８３番地７−１Ｆ","歯科","高松市","西クリニック歯科","","西　稚子","2014/7/14","087-899-6712","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.541","34.282633","134.046467","香川県高松市仏生山町甲３７０番地３","歯科","高松市","新田歯科医院（休止中）","","新田　浩樹","2016/3/1","087-888-4618","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.542","34.311107","134.091367","香川県高松市東山崎町７０４番地１","歯科","高松市","新枝歯科医院","理事長　新枝　誉志也","医療法人社団Brilliant　Smile","2019/4/1","087-847-2118","歯科、矯正歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.543","34.338973","134.110724","香川県高松市高松町２４８１番地１","歯科","高松市","医療法人社団長束歯科医院","理事長　門間　悠介","医療法人社団長束歯科医院","2022/7/1","087-843-1818","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.544","34.34327","134.053109","香川県高松市御坊町４番地１９−２Ｆ","歯科","高松市","広瀬歯科医院","","広瀬　佳史","1972/7/1","087-851-3383","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.545","34.338955","134.047687","香川県高松市亀井町１２番地４　日の出ビル２Ｆ","歯科","高松市","細川歯科クリニック","","細川　雅敬","1979/3/1","087-835-2056","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.546","34.338607","134.046479","香川県高松市天神前９番２５号","歯科","高松市","平池歯科医院","","平池　洋一郎","1981/1/6","087-835-0295","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.547","34.335564","134.053259","香川県高松市藤塚町三丁目１番１０号","歯科","高松市","フジツカ三好歯科医院","","三好　貴美子","1981/4/1","087-831-3025","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.548","34.34705","134.028585","香川県高松市瀬戸内町１６番１３号","歯科","高松市","藤本歯科医院","","藤本　幸重","1986/6/7","087-837-1182","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.549","34.344453","134.025053","香川県高松市西宝町一丁目１０番１２号−２Ｆ","歯科","高松市","坂東歯科クリニック","","坂東　達矢","1990/10/4","087-837-6487","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.550","34.340833","134.053231","香川県高松市福田町１４番地１８","歯科","高松市","堀歯科診療所","","堀　祥二","1991/3/1","087-821-5773","歯科、矯正歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.551","34.345186","134.051223","香川県高松市百間町９番地２","歯科","高松市","林歯科医院","","林　秀樹","1991/7/1","087-821-3684","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.552","34.340813","134.039256","香川県高松市番町四丁目１１番３号","歯科","高松市","番町歯科クリニック","","多田　爲則","1992/10/1","087-861-0008","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.553","34.33573","134.05969","香川県高松市多賀町二丁目１５番１７号","歯科","高松市","馬場歯科医院","","馬場　勝也","1993/5/1","087-835-2884","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.554","34.315474","134.061973","香川県高松市松縄町１１０４番地２","歯科","高松市","ふじわら歯科医院","","藤原　和彦","1996/5/14","087-865-5884","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.555","34.310537","134.061543","香川県高松市松縄町１１４３番地３","歯科","高松市","ひまわり歯科医院","","永原　義章","1997/5/20","087-868-5151","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.556","34.311531","134.10463","香川県高松市新田町乙２５番地３４","歯科","高松市","ほりうち歯科","","堀内　正純","2002/10/1","087-841-0648","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.557","34.344783","134.047129","香川県高松市紺屋町４番地７","歯科","高松市","平田歯科医院","","平田　成志","2003/4/1","087-821-7459","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.558","34.316816","134.041731","香川県高松市三条町６０８番地１　ゆめタウン高松２Ｆ","歯科","高松市","医療法人白樹会フラワー歯科","理事長　白井　広樹","医療法人白樹会","2004/3/15","087-815-1211","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.559","34.32573","134.101864","香川県高松市新田町甲６５３番地１０","歯科","高松市","はまおか歯科医院","","濱岡　宏典","2005/11/21","087-844-3755","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.560","34.239316","134.013737","香川県高松市香南町由佐１１５２番地","歯科","高松市","藤木歯科医院","","藤木　秀保","1990/5/24","087-879-1188","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.561","34.298923","133.996526","香川県高松市檀紙町７５７番地６","歯科","高松市","ハッピーデンタルクリニック","","香西　勝之","2007/4/3","087-816-4046","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.562","34.347573","134.02609","香川県高松市西町１３番３１号","歯科","高松市","はる歯科診療室","","野口　卓司","2009/6/24","087-833-6480","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.563","34.33419","134.048519","香川県高松市藤塚町一丁目７番２５号","歯科","高松市","藤塚歯科クリニック","","小山　貴生","2009/9/1","087-813-1103","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.564","34.295336","134.054207","香川県高松市多肥上町１２２３番地１９","歯科","高松市","平尾歯科クリニック","","平尾　史恵","2012/12/1","087-814-4015","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.565","34.337109","134.061099","香川県高松市多賀町二丁目５番６号","歯科","高松市","医療法人社団明恵会古市歯科医院","理事長　古市　貴暢","医療法人社団明恵会","2014/3/3","087-831-2810","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.566","34.303096","134.052232","香川県高松市太田下町３０３８番地１２","歯科","高松市","ふくもと歯科クリニック","理事長　福本　善和","医療法人ふくもと歯科クリニック","2014/9/1","087-897-3388","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.567","34.291509","134.074777","香川県高松市上林町字竹部６５番地１","歯科","高松市","医療法人社団裕歯科クリニック","理事長　西原　裕","医療法人社団裕歯科クリニック","2015/9/1","087-816-4618","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.568","34.329673","134.069174","香川県高松市木太町２０６３番地６","歯科","高松市","ひらの歯科","","比良野　哲彦","2015/12/7","087-812-6480","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.569","34.316414","134.066256","香川県高松市木太町５０２３番地２５","歯科","高松市","医療法人友慈会フレンズ歯科クリニック","理事長　昌山　浩三","医療法人友慈会","2016/11/1","087-815-1181","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.570","34.33674","134.10721","香川県高松市高松町５番地８","歯科","高松市","林歯科医院","理事長　林　秀樹","医療法人社団林歯科医院","2018/3/1","087-841-9026","歯科、矯正歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.571","34.34387","134.12246","香川県高松市牟礼町牟礼字川原２２１７番地３","歯科","高松市","晴里歯科医院","","山本　議仁","2019/5/1","087-802-1182","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.572","34.267506","134.025122","香川県高松市香川町大野１３２０番地１","歯科","高松市","フチダ歯科医院","","渕田　眞利子","2020/1/29","087-886-5117","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.573","34.29945","134.07257","香川県高松市林町字宗高１１８３番地","歯科","高松市","医療法人フレッシュ歯科","理事長　田中　愼亮","医療法人フレッシュ歯科","2021/4/1","087-814-4181","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.574","34.30144","134.07367","香川県高松市林町１４８７番地２","歯科","高松市","はやし歯科医院","理事長　林　直樹","医療法人社団緑林会","2019/11/1","087-802-8217","歯科・小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.575","34.282677","134.038073","香川県高松市仏生山町甲１８４７番地１","歯科","高松市","はしもと歯科","","橋本　信之介","2022/07/19","087-802-4664","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.576","34.34642","134.049116","香川県高松市兵庫町２番地２　小島食器ビル１Ｆ","歯科","高松市","医療法人HTS兵庫町歯科","理事長　宿南　仁志","医療法人HTS","2022/6/1","087-851-8211","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.577","34.295293","134.057525","香川県高松市多肥上町１２９２番地１","歯科","高松市","プライム総合歯科クリニック","理事長　石井　弘之","医療法人社団白凛会","2023/9/1","087-813-8955","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.578","34.34383","134.049447","香川県高松市紺屋町１０番地６","歯科","高松市","まつおか歯科医院","","松岡　利安","1979/8/5","087-821-6537","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.579","34.291478","134.089243","香川県高松市下田井町６３３番地１","歯科","高松市","宮脇歯科医院","","宮脇　守男","1990/6/5","087-847-7757","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.580","34.346952","134.049819","香川県高松市内町１番５号","歯科","高松市","三谷歯科診療所","","三谷　明弘","1993/1/4","087-821-5474","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.581","34.333926","134.074295","香川県高松市木太町２３５１番地３","歯科","高松市","松井歯科医院","","松井　慎吾","2025/6/1","087-802-4618","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.582","34.32956","134.04888","香川県高松市栗林町二丁目１６番１４号２Ｆ","歯科","高松市","三好歯科医院","","三好　篤信","1996/3/29","087-831-4403","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.583","34.344142","133.997347","香川県高松市香西西町７番地","歯科","高松市","松見歯科診療所","","松見　哲雄","1996/12/1","087-881-2323","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.584","34.34694","134.05285","香川県高松市丸の内１１番１５号　松浦ビル５Ｆ","歯科","高松市","丸の内歯科","","岡　左永子","1998/4/1","087-821-1331","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.585","34.276832","134.093583","香川県高松市川島東町２７５番地１","歯科","高松市","医療法人社団松本歯科","理事長　松本　嗣央","医療法人社団松本歯科","2000/11/1","087-848-4182","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.586","34.336853","134.04672","香川県高松市中央町１番５号−６Ｆ","歯科","高松市","医療法人社団セラ松崎ファミリー歯科矯正歯科","理事長　松﨑　晃","医療法人社団セラ松崎ファミリー歯科矯正歯科","2001/2/1","087-862-6222","歯科、矯正歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.587","34.32757","134.066349","香川県高松市上福岡町９１６番地４","歯科","高松市","まつした歯科医院","","松下　直弘","2003/2/1","087-863-6755","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.588","34.300178","134.044254","香川県高松市太田上町８７４番地３","歯科","高松市","守田歯科医院","","守田　浩一","2004/5/1","087-865-4410","歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.589","34.299079","133.96362","香川県高松市国分寺町新居１０９１番地１","歯科","高松市","松本歯科診療所","","松本　幹夫","2005/10/1","087-875-1101","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
