"#property","latitude","longitude","address","alternativeName","city","name","corporateRepresentative","establisher","openingDate","telephoneNumber","faxNumber","fullNameInKana","identification","katagaki","medicalCode","medicalSubjects","note","numberOfBeds","overtimeResponse","pref","prefCode","referenceObject"
"jp.takamatsu.smartcity.medical.Hospital.536","34.338973","134.110724","香川県高松市高松町2488-12","歯科","高松市","医療法人社団長束歯科医院","理事長　門間　悠介","医療法人社団長束歯科医院","2022/7/1","087-843-1818",,"ナガタバシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.418takamatu.com/hospital/natsuka/"
"jp.takamatsu.smartcity.medical.Hospital.537","34.331135","134.050815","香川県高松市栗林町二丁目10-13","歯科","高松市","なかつか歯科医院",,"中塚　智雄","2007/7/18","087-862-3150","087-862-3150","ナカツカシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.nakatsukashika.jp/"
"jp.takamatsu.smartcity.medical.Hospital.538","34.309724","134.054193","香川県高松市伏石町2126-7","歯科","高松市","永原歯科医院",,"永原　滋万","1986/1/3","087-866-1115","087-865-9511","ナガハラシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.539","34.259998","134.034437","香川県高松市香川町浅野624-7","歯科","高松市","ながまち歯科医院",,"長町　直樹","1994/7/14","087-888-6001","087-888-6047","ナガマチシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.540","34.333694","134.080126","香川県高松市木太町2565-4","歯科","高松市","長町歯科クリニック",,"長町　健史","2011/11/4","087-813-4618",,"ナガマチシカクリニック",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://nagamachi-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.541","34.288465","134.051118","香川県高松市多肥上町509-1","歯科","高松市","中村歯科医院",,"中村　公士","1980/4/1","087-888-1211","087-888-1616","ナカムラシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013","http://nakamurashika.net/"
"jp.takamatsu.smartcity.medical.Hospital.542","34.290086","134.020909","香川県高松市一宮町1591-6","歯科","高松市","なかむら歯科医院",,"中村　久美","1992/6/15","087-885-5655","087-885-5650","ナカムラシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.543","34.337651","134.044286","香川県高松市中央町5-29","歯科","高松市","中山歯科医院",,"中山　盛幹","2005/2/1","087-833-6233","087-833-6233","ナカヤマシカイイン",,,,"歯科",,,,"香川県","372013","https://itp.ne.jp/info/375541015400000899/"
"jp.takamatsu.smartcity.medical.Hospital.544","34.326783","134.047525","香川県高松市花ノ宮町一丁目1-27","歯科","高松市","中山歯科クリニック",,"中山　康弘","2004/8/1","087-863-7730","087-837-8311","ナカヤマシカクリニック",,,,"歯科、歯科口腔外科",,,,"香川県","372013","http://nakayamadental.com/https://localplace.jp/t100339310/"
"jp.takamatsu.smartcity.medical.Hospital.545","34.311107","134.091367","香川県高松市東山崎町704-1","歯科","高松市","新枝歯科医院","理事長　新枝　誉志也","医療法人社団Brilliant　Smile","2019/4/1","087-847-2118",,"ニイエダシカイイン",,,,"歯科、矯正歯科、歯科口腔外科",,,,"香川県","372013","http://niieda-dental-office.com/"
"jp.takamatsu.smartcity.medical.Hospital.546","34.307605","133.973793","香川県高松市国分寺町新居3385-1","歯科","高松市","新居歯科医院",,"新居　賢","1999/5/1","087-874-0116","087-874-0893","ニイシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.547","34.338261","134.058145","香川県高松市塩上町三丁目14-17","歯科","高松市","西岡歯科医院",,"西岡　士郎","2007/9/1","087-831-1987","087-833-4667","ニシオカシカイイン",,,,"歯科",,,,"香川県","372013","http://nishiokadent.com/"
"jp.takamatsu.smartcity.medical.Hospital.548","34.343982","134.038701","香川県高松市扇町二丁目7-1","歯科","高松市","にしくぼ歯科医院",,"西窪　政人","2010/11/9","087-813-2088","087-813-2077","ニシクボシカイイン",,"岡ビル1F",,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.n-dental.dr-clinic.jp/"
"jp.takamatsu.smartcity.medical.Hospital.549","34.289414","134.028092","香川県高松市一宮町783-7","歯科","高松市","西クリニック歯科",,"西　稚子","2014/7/14","087-899-6712",,"ニシクリニックシカ",,"1Ｆ",,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.550","34.34467","134.015894","香川県高松市郷東町136-6","歯科","高松市","西谷歯科医院",,"西谷　義則","1985/10/1","087-882-8800","087-882-8850","ニシタニシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.551","34.314448","134.053968","香川県高松市伏石町2056-3","歯科","高松市","医療法人社団西原歯科医院","理事長　西原　実男","医療法人社団西原歯科医院","2006/1/1","087-868-3535","087-868-3535","ニシハラシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://itp.ne.jp/info/376996915400000899/"
"jp.takamatsu.smartcity.medical.Hospital.552","34.272084","134.035696","香川県高松市仏生山町甲1416-1","歯科","高松市","医療法人社団皓歯会西村歯科医院","理事長　西村　健司","医療法人社団皓歯会","2005/8/1","087-889-1811","087-888-2135","ニシムラシカイイン",,,,"歯科、矯正歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.553","34.282633","134.046467","香川県高松市仏生山町甲370-3","歯科","高松市","新田歯科医院",,"新田　浩樹","2016/3/1","087-888-4618","087-888-2590","ニッタシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.554","34.255487","134.035912","香川県高松市香川町浅野1053-7","歯科","高松市","ぬまた歯科医院",,"沼田　浩","2000/12/5","087-879-0661","087-879-0664","ヌマタシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013","https://dental-clinic.dr-navip.jp/kagawa/facility/1453/"
"jp.takamatsu.smartcity.medical.Hospital.555","34.298923","133.996526","香川県高松市檀紙町757-6","歯科","高松市","ハッピーデンタルクリニック",,"香西　勝之","2007/4/3","087-816-4046","087-816-4046","ハッピーデンタルクリニック",,,,"歯科、矯正歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.556","34.33573","134.05969","香川県高松市多賀町二丁目15-17","歯科","高松市","馬場歯科医院",,"馬場　勝也","1993/5/1","087-835-2884","087-835-2884","ババシカイイン",,,,"歯科",,,,"香川県","372013","http://www.418takamatu.com/hospital/baba/"
"jp.takamatsu.smartcity.medical.Hospital.557","34.344477","134.050408","香川県高松市丸亀町13-3","歯科","高松市","医療法人社団丸亀町ハビット歯科クリニック","理事長　三木　健史","医療法人社団丸亀町ハビット歯科クリニック","2017/9/1","087-851-2266",,"ハビットシカクリニック",,"高松丸亀町商店街参番街東館3F",,"歯科、小児歯科",,,,"香川県","372013","http://habitdc.com/"
"jp.takamatsu.smartcity.medical.Hospital.558","34.32573","134.101864","香川県高松市新田町甲653-10","歯科","高松市","はまおか歯科医院",,"濱岡　宏典","2005/11/21","087-844-3755","087-844-3755","ハマオカシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://www.hamaokashika.net/"
"jp.takamatsu.smartcity.medical.Hospital.559","34.345186","134.051223","香川県高松市百間町9-2","歯科","高松市","林歯科医院",,"林　秀樹","1991/7/1","087-821-3684","087-821-3696","ハヤシシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.560","34.33674","134.10721","香川県高松市高松町5-8","歯科","高松市","林歯科医院","理事長　林　秀樹","医療法人社団林歯科医院","2018/3/1","087-841-9026","087-841-9026","ハヤシシカイイン",,,,"歯科、矯正歯科、小児歯科",,,,"香川県","372013","http://www.hayashishika.info/"
"jp.takamatsu.smartcity.medical.Hospital.562","34.347573","134.02609","香川県高松市西町13-31","歯科","高松市","はる歯科診療室",,"野口　卓司","2009/6/24","087-833-6480","087-833-6482","ハルシカシンリョウシツ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://www.haru-do.com/"
"jp.takamatsu.smartcity.medical.Hospital.563","34.340813","134.039256","香川県高松市番町四丁目11-3","歯科","高松市","番町歯科クリニック",,"多田　爲則","1992/10/1","087-861-0008","087-861-0085","バンチョウシカクリニック",,,,"歯科、小児歯科",,,,"香川県","372013","http://www.bancho-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.564","34.344453","134.025053","香川県高松市西宝町一丁目10-12","歯科","高松市","坂東歯科クリニック",,"坂東　達矢","1990/10/4","087-837-6487","087-837-6487","バンドウシカクリニック",,"ツリーハイム2F201",,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://www.facebook.com/bandosika/"
"jp.takamatsu.smartcity.medical.Hospital.565","34.310537","134.061543","香川県高松市松縄町1143-3","歯科","高松市","ひまわり歯科医院",,"永原　義章","1997/5/20","087-868-5151","087-868-5151","ヒマワリシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.566","34.34642","134.049116","香川県高松市兵庫町2-2","歯科","高松市","医療法人HTS兵庫町歯科","理事長　宿南　仁志","医療法人HTS","2022/6/1","087-851-8211","087-851-4182","ヒョウゴマチシカ",,"兵庫町商店街アーケード内",,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://hyogomachi-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.567","34.338607","134.046479","香川県高松市天神前9-25","歯科","高松市","平池歯科医院",,"平池　洋一郎","1981/1/6","087-835-0295",,"ヒライケシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.568","34.295336","134.054207","香川県高松市多肥上町1223-19","歯科","高松市","平尾歯科クリニック",,"平尾　史恵","2012/12/1","087-814-4015",,"ヒラオシカクリニック",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://user.j-connect.net/hirao-dental-clinic/"
"jp.takamatsu.smartcity.medical.Hospital.569","34.344783","134.047129","香川県高松市紺屋町4-7","歯科","高松市","平田歯科医院",,"平田　成志","2003/4/1","087-821-7459","087-821-7559","ヒラタシカイイン",,,,"歯科",,,,"香川県","372013","http://hirata.main.jp/"
"jp.takamatsu.smartcity.medical.Hospital.570","34.329673","134.069174","香川県高松市木太町2063-6","歯科","高松市","ひらの歯科",,"比良野　哲彦","2015/12/7","087-812-6480",,"ヒラノシカ",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://www.hirano-shika.dental/"
"jp.takamatsu.smartcity.medical.Hospital.571","34.291509","134.074777","香川県高松市上林町字竹部65-1","歯科","高松市","医療法人社団裕歯科クリニック","理事長　西原　裕","医療法人社団裕歯科クリニック","2015/9/1","087-816-4618","087-816-1846","ヒロシシカクリニック",,,,"歯科、小児歯科",,,,"香川県","372013","http://www.hiroshi-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.572","34.34327","134.053109","香川県高松市御坊町4-19","歯科","高松市","広瀬歯科医院",,"広瀬　佳史","1972/7/1","087-851-3383","087-823-4351","ヒロセシカイイン",,"藤井ビル2F",,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.574","34.303096","134.052232","香川県高松市太田下町3038-12","歯科","高松市","ふくもと歯科クリニック","理事長　福本　善和","医療法人ふくもと歯科クリニック","2014/9/1","087-897-3388","087-897-3389","フクモトシカクリニック",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.fukumoto-dental.com/"
"jp.takamatsu.smartcity.medical.Hospital.575","34.239316","134.013737","香川県高松市香南町由佐1152","歯科","高松市","藤木歯科医院",,"藤木　秀保","1990/5/24","087-879-1188","087-879-1170","フジキシカイイン",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.576","34.33419","134.048519","香川県高松市藤塚町一丁目7-25","歯科","高松市","藤塚歯科クリニック",,"小山　貴生","2009/9/1","087-813-1103","087-813-1103","フジツカシカクリニック",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://fujituka-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.577","34.335564","134.053259","香川県高松市藤塚町三丁目1-10","歯科","高松市","フジツカ三好歯科医院",,"三好　貴美子","1981/4/1","087-831-3025","087-834-8308","フジツカミヨシシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.578","34.34705","134.028585","香川県高松市瀬戸内町16-13","歯科","高松市","藤本歯科医院",,"藤本　幸重","1986/6/7","087-837-1182","087-837-1189","フジモトシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.579","34.315474","134.061973","香川県高松市松縄町1104-2","歯科","高松市","ふじわら歯科医院",,"藤原　和彦","1996/5/14","087-865-5884","087-865-5884","フジワラシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013","https://www.fujiwara-sika.jp/"
"jp.takamatsu.smartcity.medical.Hospital.580","34.267506","134.025122","香川県高松市香川町大野1320-1","歯科","高松市","フチダ歯科医院",,"渕田　眞利子","2020/1/29","087-886-5117",,"フチダシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013","http://www7b.biglobe.ne.jp/~fuchida/"
"jp.takamatsu.smartcity.medical.Hospital.581","34.316816","134.041731","香川県高松市三条町608-1","歯科","高松市","医療法人白樹会フラワー歯科","理事長　白井　広樹","医療法人白樹会","2004/3/15","087-815-1211","087-867-6760","フラワーシカ",,"ゆめタウン高松2F",,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.flower-sika.com/"
"jp.takamatsu.smartcity.medical.Hospital.582","34.337109","134.061099","香川県高松市多賀町二丁目5-6","歯科","高松市","医療法人社団明恵会古市歯科医院","理事長　古市　貴暢","医療法人社団明恵会","2014/3/3","087-831-2810","087-880-7150","フルイチシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013","http://furuichi-dent.com/"
"jp.takamatsu.smartcity.medical.Hospital.583","34.29945","134.07257","香川県高松市林町1183","歯科","高松市","医療法人フレッシュ歯科","理事長　田中　愼亮","医療法人フレッシュ歯科","2021/4/1","087-814-4181",,"フレッシュシカ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://www.fresh-shika.com/"
"jp.takamatsu.smartcity.medical.Hospital.584","34.316414","134.066256","香川県高松市木太町5023-25","歯科","高松市","医療法人友慈会フレンズ歯科クリニック","理事長　昌山　浩三","医療法人友慈会","2016/11/1","087-815-1181","087-815-1190","フレンズシカクリニック",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.friends-dental.com/"
"jp.takamatsu.smartcity.medical.Hospital.585","34.338955","134.047687","香川県高松市亀井町12-4","歯科","高松市","細川歯科クリニック",,"細川　雅敬","1979/3/1","087-835-2056","087-835-2056","ホソカワシカクリニック",,"日の出ビル2F",,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.586","34.311531","134.10463","香川県高松市新田町乙25-34","歯科","高松市","ほりうち歯科",,"堀内　正純","2002/10/1","087-841-0648","087-841-2655","ホリウチシカ",,,,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.587","34.340833","134.053231","香川県高松市福田町14-18","歯科","高松市","堀歯科診療所",,"堀　祥二","1991/3/1","087-821-5773","087-821-5752","ホリシカシンリョウジョ",,,,"歯科、矯正歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.588","34.278282","134.07249","香川県高松市三谷町384-1","歯科","高松市","マシマ歯科クリニック",,"間島　徹","2011/12/1","087-814-6600",,"マシマシカクリニック",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.mashima-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.590","34.298707","134.053339","香川県高松市多肥下町1587-11","歯科","高松市","町田歯科クリニック",,"町田　誠一","2010/4/28","087-813-8241","087-813-8241","マチダシカクリニック",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.machida-dc.com/main.html"
"jp.takamatsu.smartcity.medical.Hospital.591","34.333926","134.074295","香川県高松市木太町2351-3","歯科","高松市","松井歯科医院",,"松井　康男","1994/6/1","087-802-4618","087-861-6548","マツイシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.418takamatu.com/hospital/matsui/"
"jp.takamatsu.smartcity.medical.Hospital.592","34.34383","134.049447","香川県高松市紺屋町10-6","歯科","高松市","まつおか歯科医院",,"松岡　利安","1979/8/5","087-821-6537","087-821-6686","マツオカシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.593","34.34286","134.128293","香川県高松市牟礼町牟礼2112-1","歯科","高松市","松木歯科医院",,"松木　倫和","2003/2/1","087-845-8577","087-845-8577","マツキシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.594","34.336853","134.04672","香川県高松市中央町1-5","歯科","高松市","医療法人社団セラ松崎ファミリー歯科矯正歯科","理事長　松﨑　晃","医療法人社団セラ松崎ファミリー歯科矯正歯科","2001/2/1","087-862-6222","087-862-8050","マツザキファミリーシカキョウセイシカ",,"MBSビル6F",,"歯科、矯正歯科、小児歯科",,,,"香川県","372013","http://www.matsuzaki-dental.com/"
"jp.takamatsu.smartcity.medical.Hospital.595","34.32757","134.066349","香川県高松市上福岡町916-4","歯科","高松市","まつした歯科医院",,"松下　直弘","2003/2/1","087-863-6755","087-863-6756","マツシタシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://matsushitashika.dentalmall.jp/"
"jp.takamatsu.smartcity.medical.Hospital.597","34.344142","133.997347","香川県高松市香西西町7","歯科","高松市","松見歯科診療所",,"松見　哲雄","1996/12/1","087-881-2323","087-881-8499","マツミシカシンリョウジョ",,,,"歯科",,,,"香川県","372013","http://www.matsumishika.jp/"
"jp.takamatsu.smartcity.medical.Hospital.598","34.276832","134.093583","香川県高松市川島東町275-1","歯科","高松市","医療法人社団松本歯科","理事長　松本　嗣央","医療法人社団松本歯科","2000/11/1","087-848-4182","087-848-1192","マツモトシカ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://www.matsumoto-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.599","34.299079","133.96362","香川県高松市国分寺町新居1091-1","歯科","高松市","松本歯科診療所",,"松本　幹夫","2005/10/1","087-875-1101","087-875-1101","マツモトシカシンリョウショ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.600","34.34694","134.05285","香川県高松市丸の内11-15","歯科","高松市","丸の内歯科",,"岡　左永子","1998/4/1","087-821-1331","087-821-1332","マルノウチシカ",,"松浦ビル5F",,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.601","34.340327","134.009525","香川県高松市鶴市町2022-19","歯科","高松市","みき歯科医院",,"三木　武","2009/7/11","087-813-0727","087-813-0727","ミキシカイイン",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://itp.ne.jp/info/371800805125650850/"
"jp.takamatsu.smartcity.medical.Hospital.602","34.347076","134.052383","香川県高松市丸の内10-16","歯科","高松市","みき歯科三越通りクリニック",,"三木　武寛","2017/4/1","087-802-3810",,"ミキシカミツコシドオリクリニック",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://www.miki-dmc.com/"
"jp.takamatsu.smartcity.medical.Hospital.603","34.383683","134.127948","香川県高松市庵治町6385-18","歯科","高松市","溝渕歯科医院",,"溝渕　勝彦","1991/3/1","087-871-4808","087-871-4808","ミゾブチシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.604","34.357452","133.970404","香川県高松市中山町811-6","歯科","高松市","医療法人社団溝渕歯科診療所","理事長　溝渕　壽一","医療法人社団溝渕歯科診療所","2007/3/1","087-881-1800","087-881-1800","ミゾブチシカシンリョウショ",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.605","34.34839","134.123253","香川県高松市牟礼町牟礼2533-2","歯科","高松市","三谷歯科医院",,"三谷　裕子","1993/1/4","087-845-5780","087-845-4168","ミタニシカイイン",,,,"歯科、矯正歯科、小児歯科",,,,"香川県","372013","http://mitani-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.606","34.299291","134.079645","香川県高松市林町1308-15","歯科","高松市","みたに歯科クリニック",,"三谷　明将","2008/6/1","087-815-3373","087-815-3372","ミタニシカクリニック",,,,"歯科、小児歯科",,,,"香川県","372013","http://www.mitani-dental.com/"
"jp.takamatsu.smartcity.medical.Hospital.607","34.346952","134.049819","香川県高松市内町1-5","歯科","高松市","三谷歯科診療所",,"三谷　明弘","1993/1/4","087-821-5474","087-821-5474","ミタニシカシンリョウジョ",,,,"歯科",,,,"香川県","372013","http://www2.odn.ne.jp/mitani_sika/"
"jp.takamatsu.smartcity.medical.Hospital.608","34.27708","133.994439","香川県高松市西山崎町886-1","歯科","高松市","医療法人社団みつもり歯科医院","理事長　三森　康智","医療法人社団みつもり歯科医院","2006/4/1","087-886-8900","087-886-8309","ミツモリシカイイン",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.mitsumori-dental.com/"
"jp.takamatsu.smartcity.medical.Hospital.610","34.301494","134.059566","香川県高松市多肥下町1548-14","歯科","高松市","医療法人社団佑逵会美美歯科","理事長　田中　美美","医療法人社団佑逵会美美歯科","2006/8/1","087-867-3933","087-867-3934","ミミシカ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.mimi-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.611","34.270692","133.999399","香川県高松市岡本町1247-1","歯科","高松市","みやび歯科",,"竹内　雅哉","2019/2/7","087-886-8811",,"ミヤビシカ",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://miyabi-shika.com/"
"jp.takamatsu.smartcity.medical.Hospital.612","34.291478","134.089243","香川県高松市下田井町633-1","歯科","高松市","宮脇歯科医院",,"宮脇　守男","1990/6/5","087-847-7757","087-847-7757","ミヤワキシカイイン",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://localplace.jp/t100121223/"
"jp.takamatsu.smartcity.medical.Hospital.613","34.280294","133.967045","香川県高松市国分寺町福家甲2637-1","歯科","高松市","みやわき歯科医院",,"宮脇　聡","1999/2/12","087-875-2442","087-875-2442","ミヤワキシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013","https://haisha-yoyaku.jp/bun2sdental/detail/index/id/3730134974/"
"jp.takamatsu.smartcity.medical.Hospital.614","34.343901","134.064925","香川県高松市福岡町二丁目29-30","歯科","高松市","三好歯科医院",,"三好　正弘","1984/7/1","087-822-2587","087-822-2567","ミヨシシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.615","34.32956","134.04888","香川県高松市栗林町二丁目16-14","歯科","高松市","三好歯科医院",,"三好　篤信","1996/3/29","087-831-4403","087-831-1818","ミヨシシカイイン",,"2F",,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.616","34.325721","134.056422","香川県高松市今里町一丁目31-3","歯科","高松市","むね歯科クリニック",,"髙木　宗弘","2016/8/2","087-880-4829",,"ムネシカクリニック",,,,"歯科、小児歯科",,,,"香川県","372013","http://www.munedc.jp/"
"jp.takamatsu.smartcity.medical.Hospital.618","34.294408","134.112747","香川県高松市前田東町731-1","歯科","高松市","ムラトミ歯科医院",,"村冨　正芳","1987/5/1","087-847-4018","087-847-4663","ムラトミシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.619","34.345558","134.051879","香川県高松市片原町10-20","歯科","高松市","もりい矯正歯科クリニック",,"森井　大介","2009/9/7","087-811-7725","087-811-7726","モリキョウセイシカクリニック",,,,"矯正歯科",,,,"香川県","372013","http://www.moriikyousei.jp/"
"jp.takamatsu.smartcity.medical.Hospital.620","34.335523","134.072649","香川県高松市木太町2341-2","歯科","高松市","医療法人社団もりぐち歯科クリニック","理事長　森口　善夫","医療法人社団もりぐち歯科クリニック","2016/11/1","087-813-0333","087-813-0326","モリグチシカクリニック",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://moriguchi-dental.com/"
"jp.takamatsu.smartcity.medical.Hospital.621","34.300178","134.044254","香川県高松市太田上町874-3","歯科","高松市","守田歯科医院",,"守田　浩一","2004/5/1","087-865-4410","087-865-4410","モリタシカイイン",,,,"歯科、歯科口腔外科",,,,"香川県","372013","http://wwwd.pikara.ne.jp/morita-dc/"
"jp.takamatsu.smartcity.medical.Hospital.622","34.344995","134.123111","香川県高松市牟礼町牟礼2431−1","歯科","高松市","医療法人社団弘誠会やくり歯科","理事長　松原　弘樹","医療法人社団弘誠会","2001/10/3","087-870-1555","087-870-1556","ヤクリシカ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.yakuri-shika.com/"
"jp.takamatsu.smartcity.medical.Hospital.623","34.296118","134.043453","香川県高松市太田上町392-1","歯科","高松市","やすとみ歯科医院",,"安冨　哲士","1994/5/24","087-868-5188","087-868-5155","ヤストミシカイイン",,,,"歯科",,,,"香川県","372013","https://www.dentaldesign.jp/yasutomi/"
"jp.takamatsu.smartcity.medical.Hospital.624","34.338608","134.013226","香川県高松市鶴市町2033-3","歯科","高松市","やの歯科医院",,"矢野　宏明","2005/12/20","087-897-2070","087-897-2070","ヤノシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.yano-dentalclinic.com/"
"jp.takamatsu.smartcity.medical.Hospital.625","34.346982","133.998337","香川県高松市香西本町486-6","歯科","高松市","山内歯科医院",,"山内　宏茂","2002/8/24","087-881-2642","087-881-2642","ヤマウチシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.626","34.342766","134.043206","香川県高松市番町三丁目2-1","歯科","高松市","山口歯科診療所",,"山口　裕","1982/2/1","087-831-5034","087-834-6898","ヤマグチシカシンリョウジョ",,"池田番丁ビル3F",,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.628","34.301124","134.039964","香川県高松市太田上町1004-1","歯科","高松市","医療法人社団山下歯科医院","理事長　山下　穣","医療法人社団山下歯科医院","2016/12/24","087-865-1323",,"ヤマシタシカイイン",,,,"歯科、矯正歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.629","34.28247","134.053943","香川県高松市多肥上町1842-5","歯科","高松市","吉田歯科医院",,"吉田　光典","1982/6/1","087-888-2088","087-888-2131","ヨシダシカイイン",,,,"歯科",,,,"香川県","372013","http://yoshida-shika-tmj.jp/"
"jp.takamatsu.smartcity.medical.Hospital.630","34.336888","134.100266","香川県高松市屋島西町1968-9","歯科","高松市","医療法人社団吉翔会吉本歯科医院","理事長　吉本　彰夫","医療法人社団吉翔会","2004/2/1","087-818-1118","087-818-1181","ヨシモトシカイイン",,,,"歯科、矯正歯科、歯科口腔外科",,,,"香川県","372013","https://www.8181118.com/https://www.shiroiha.info/?kid%253D37&cid%253D1345&mode%253D3"
