"#property","prefCode","no","pref","cityName","townName","address","buildingName","venue","eventName","overview","organizer","startDate","startTime","endDate","endTime"
"767","372013","0767","香川県","高松市","番町一丁目","11-63",,"アイパル香川","国際交流こどもスクール　せかいのあそび教室【フランス編】","フランスで人気の遊び、MIKADO（ミカド）やMARELLE（マレル）を体験してみませんか？ルールはとてもシンプルなので、誰でも楽しめます。ぜひ御参加ください。　　　　　　　　　　　　　　　　　　　　　　　　　応募締切り：令和3年2月21日（日）","（公財）高松市国際交流協会","2/28/2021","13:00","2/28/2021","15:00"
"768","372013","0768","香川県","高松市","番町一丁目","11-63",,"アイパル香川　2F","国際交流活動の会場を無料提供します","概要：国際交流活動の会場を無料提供します。　　　　　　　　　　　　　　　　　　　　　　　期間：令和3年4月～令和3年8月の間の1日　　　　　　　　　　　　　　　　　　　　　　　　　　申込方法：申請書に必要事項を記入し、必要資料と一緒に高松市国際交流協会まで提出又は郵送してください。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　＊申込書は協会のホームページ又は協会事務局窓口にあります。","（公財）高松市国際交流協会","2/2/2021",,"3/12/2021",
"769","372013","0769","香川県","高松市","福岡町四丁目","36-1",,"高松市総合体育館 第2武道場","親子で楽しむ人形劇『おおかみのはらぺこ日記』","①11時～、②14時～（上演時間：各55分）
内容：ほんわかシアターによる人形劇『おおかみのはらぺこ日記』の鑑賞
参加費：一般4歳以上3,000円(会員無料）
問い合わせ：特定非営利活動法人マイシアター高松
高松市上之町2丁目9-23
電話/FAX：087-868-2251、E-mail：wakudoki@my-theater.net

○お問合せ先：087-868-2251
○高松市後援事業","特定非営利活動法人マイシアター高松","3/20/2021",,"3/20/2021",
"770","372013","0770","香川県","高松市","東ハゼ町","4-6",,"東ハゼ南部集会場","ぴっぴ子育てセミナー","テーマ：「親と子のともだち付き合い～良い関係の築き方～」
内容：講師からテーマに基づいた話を聞き、参加者のグループトークをして交流をしながら学びあう
講師：中野 敬子（一般社団法人　倫理研究所 生涯局講師）
参加費：500円
※託児あり（無料・要予約）


○お問合せ先：逸見さん080-9831-3345
○高松市後援事業","家庭倫理の会香川","2/16/2021","10:00","2/16/2021","11:30"
"771","372013","0771","香川県","高松市","昭和町一丁目","2-20",,"高松市歴史資料館 企画展示室(サンクリスタル高松 ４階)","収蔵品展「花と植物のイマージュ-Inspiration from the nature-」","当館の収蔵品を中心に、花や植物のイマージュ（イメージ）が感じられる作品資料を紹介します。自然界から受けたある種の感動により形創られた植物の様々な表象、数々の歴史資料に見られるそのイマージュから、人間の感性の豊かさ、自然と人間の在り方にあらためて思いを馳せていただければ幸いです。","高松市歴史資料館","2/6/2021",,"3/21/2021",
"772","372013","0772","香川県","高松市","福岡町二丁目","24-10",,"福祉コミュニティセンター高松（東館2階会議室）","令和2年度第3回心配ごと総合相談所について","○相談内容　　近隣トラブルや家庭内のもめごと　
　　　　　　　成年後見制度などのあらゆる相談
○相談員　　　高松人権擁護委員協議会　　四国行政評価支局　　高松公共職業安定所
　　　　　　　高松北警察署　　高松市障がい者基幹相談支援センター　　
　　　　　　　法テラス香川　　高松市こども女性相談課　　
　　　　　　　自立相談支援センターたかまつ　　権利擁護センター","社会福祉法人　高松市社会福祉協議会","2/4/2021","10:00","2/4/2021","15:00"
"773","372013","0773","香川県","高松市","常磐町","1-3-1",,"瓦町FLAG8階（瓦町健康ステーション）","瓦町健康ステーションの健康相談と機能回復訓練診断について","①健康相談実施日　　　　　令和3年2月10日(水)、24日(水）
②機能回復訓練診断実施日　令和3年2月4日(木)
※対象者：高松市在住の概ね65歳以上の方
※いずれも午後1：15から午後2：15まで
※いずれも参加料金は無料
※いずれも高松市瓦町健康ステーション（087-812-7532）へ要予約
※新型コロナウイルス感染状況により、中止になる場合があります。

○お問合せ先：瓦町健康ステーション℡087-812-7532
○高松市主催事業","高松市","2/4/2021","13:15","2/24/2021","14:15"
"774","372013","0774","香川県","高松市","今新町",,,"ＫＨＪ香川県オリーブの会","ひきこもり相談窓口","〇開設日時：第1～4土曜日　10:00～16:00
〇相談受付番号：087-802-2567
〇対象者：ひきこもり状態にある者及びその家族
〇内容：電話・来所でのひきこもりサポーターによる相談支援（来所は要予約）
相談事業は、高松市がＫＨＪ香川県オリーブの会に委託して実施しています。

○お問合せ先：高松市健康づくり推進課　精神保健係　839-3801
○高松市委託事業","高松市健康づくり推進課","2/6/2021","10:00","2/27/2021","16:00"
"775","372013","0775","香川県","高松市","桜町一丁目","9-12",,"申請先）高松市保健センター内　健康づくり推進課","乳がん・子宮頸がん集団検診","今年度の受診期限は令和3年2月28日までです。高松市から受診券を送付するのは２年に一度です。
子宮頸がん：子宮頸がんは、20歳代後半から増え、特に30～40歳代の女性で近年増加傾向にあるがんです。早期には自覚症状がないため「異常を感じたら」では、手遅れになる場合があります。乳がん：乳がんは40～50歳女性のがん死亡原因第一位です。早期に発見して治療すれば95％以上が治癒します。","高松市健康づくり推進課","2/1/2021","08:30","2/28/2021  5:15:00 PM","17:15"
"776","372013","0776","香川県","高松市","桜町一丁目","9-12",,"申請先）高松市保健センター内　健康づくり推進課","成人歯科健康診査","今年度の受診期限は令和3年2月28日までです。今年度対象の方には受診票（無料）をお送りしています。むし歯や歯周病からあなたの歯や歯ぐきを守るために、まだ使われていない方は早めに受けましょう。","高松市健康づくり推進課","2/1/2021","08:30","2/28/2021  5:15:00 PM","17:15"
"777","372013","0777","香川県","高松市","桜町一丁目","9-12",,"高松市保健センター","こころの健康相談","こころの病気、アルコール・薬物問題、ひきこもりなど、ご本人やご家族からのこころの健康に関しての相談に応じています。電話又は面接で相談を受けます。保健師・臨床心理士・精神保健福祉士が対応します。
〇相談日時：月曜～金曜　9：00～17：00（面接は要予約）
〇相談TEL：高松市健康づくり推進課　精神保健係　839-3801

○お問合せ先：高松市健康づくり推進課
○高松市主催事業","高松市健康づくり推進課","2/1/2021","09:00","2/28/2021","17:00"
"778","372013","0778","香川県","高松市","桜町一丁目","9-12",,"高松市保健センター","アルコール問題を考える家族のつどい","アルコール依存症は、周囲や家族を巻き込む病とも言われています。アルコール依存症に関する理解を深めるとともに、同じ悩みを持つ仲間と出会い、ともに語り合う、「アルコール問題を抱えている方の家族」のための教室です。今回は、回復のプログラムと再発予防のグループワークがあります。ぜひお越しください。
〇対象：アルコール問題を抱えている方の家族　〇定員：10人　〇料金：無料
〇申込方法：前日までに、高松市健康づくり推進課　精神保健係　839-3801

○お問合せ先：高松市健康づくり推進課
○高松市主催事業","高松市健康づくり推進課","2/17/2021","13:30","2/17/2021","15:30"
"779","372013","0779","香川県","高松市","桜町一丁目","9-12",,"高松市保健センター","当事者のための生活スキルアップセミナー","社会生活に関する知識・技術を学ぶ場として、講義・実践等を行っています。グループ活動等を通して対人関係能力の向上や社会性を養い、安定した社会生活を継続していくことを目指しています。今月は、「整理整頓について学んでみよう」です。
〇対象：精神科や心療内科に通院中の精神障がい者の方
〇定員：15人　〇料金：無料
〇申込方法：前日までに、高松市健康づくり推進課　精神保健係　839-3801

○お問合せ先：高松市健康づくり推進課
○高松市主催事業","高松市健康づくり推進課","2/16/2021","10:00","2/16/2021","11:30"
"780","372013","0780","香川県","高松市","桜町一丁目","9-12",,"申請先）高松市保健センター内　健康づくり推進課","特定不妊治療費・一般不妊治療費の助成申請を忘れずに！","令和２年度中に治療を終了した特定不妊治療・一般不妊治療の助成申請の期限は、原則として令和３年３月末までとなっています。ただし、同年３月中に治療が終了した場合は、翌４月末まで申請をすることができます。申請期限を過ぎると助成を受けることができないため、ご注意ください。詳しくは、高松市健康づくり推進課までお問い合わせください。","高松市健康づくり推進課","2/1/2021","08:30","2/28/2021  5:15:00 PM","17:15"
"781","372013","0781","香川県","高松市","丸亀町","13‐3",,"丸亀町献血ルームオリーブ（高松丸亀町参番街東館３階）","令和２年度献血事業キャンペーン","２月６日（土）日（日）、３月６日（土）７日（日）の４日間、丸亀町献血ルーム『オリーブ』で、献血にご協力いただいた方に、防災グッズの非常食を配布します。各日先着３０名に配布し、なくなり次第終了です。
新型コロナウイルス感染の拡大下でも、全国で毎日３，０００人の患者さんが輸血を必要としています。尊い命を救うために、皆様のご理解とご協力をお願いいたします。

○お問合せ先：高松市健康づくり推進課","高松市保健委員会連絡協議会","2/6/2021",,"3/7/2021",
"782","372013","0782","香川県","高松市","錦町二丁目","3-3",,"高松西年金事務所又は高松市役所市民課6番窓口","国民年金保険料の口座振替前納の申請を受け付け中","国民年金保険料の納付は、便利で割引のある口座振替を利用してください。また、まとめて納付するとさらに割引されます。令和３年度分の口座振替での前納の申し込みは２月２８日までです。詳しくはお問い合わせください。

○お問合せ先：高松西年金事務所087-822-2840(高松市役所年金係087-839-2322)","日本年金機構","2/1/2021","08:30","2/28/2021","17:15"
"783","372013","0783","香川県","高松市","松島町一丁目","15-1",,"高松市こども未来館　５階　プラネタリウム室","金曜ヨルネタリウム","毎月第２、第４金曜日のプラネタリウム夜間投影『金曜ヨルネタリウム』のお知らせです。
２月は１２日、２６日に開催！
１２日は解説員の星空案内をた～っぷり堪能できる「星空さんぽ」。大満足の５０分間全編生解説です！２６日は今夜の星空解説を聞いた後、プラネタリウム番組「The　Moon～月のふしぎ」をご覧いただきます。どちらもヨルネタリウムだけの特別投影！ぜひお越しください。詳しくはHPをご確認ください。","高松市","2/12/2021","18:30","2/26/2021  7:20:00 PM","19:20"
"784","372013","0784","香川県","高松市","松島町一丁目","15-1",,"高松市こども未来館　１階多目的室","芸術士とあそぼう！","高松市こども未来館で開催されるイベント、『芸術士とあそぼう！』のお知らせです☆
①２月７日(日)「バルーン恐竜・動物をつくろう」
風船に紙・布・毛糸・シールなどを貼って動物や恐竜を作ってみよう。
②２月２７日(土)「紙コップタワーをつくろう」
紙コップを使って巨大なタワーや街をつくろう！
いずれも13時～16時（最終受付15：30）。詳細はこども未来館HPをご覧ください。","高松市","2/7/2021","10:00","2/27/2021  4:00:00 PM","16:00"
"785","372013","0785","香川県","高松市","福岡町四丁目","36-1",,"高松市スポーツ協会が管理する各施設","高松市スポーツ協会の教室・イベント開催について","高松市スポーツ協会の2月の教室・イベントはこちらから
http://www.taka-spo.or.jp/event.html

○お問合せ先：高松市スポーツ協会が管理する各施設","公益財団法人高松市スポーツ協会","2/1/2021",,"2/28/2021",
"786","372013","0786","香川県","高松市","屋島東町",,,"屋島周辺","瀬戸内海国立公園指定日　記念行事　「屋島ウオーク」","「世界の宝石」とも称される瀬戸内海の多島美景観を歩いて楽しみ、屋島の魅力を再発見する「屋島ウオーク」を開催します！2月22日（月）までに、郵便番号、住所、氏名、年齢、電話番号を記入のうえ、ハガキ（〒760-8570香川県庁みどり保全課）、FAX（087-806-0225）、Eメール（midorihozen@pref.kagawa.lg.jp）にて申し込んでください。（定員50名）
参加決定者には、後日参加券と詳細内容を郵送します。
※新型コロナウイルス感染症の拡大状況によっては、内容が変更となる可能性があります。


○お問合せ先：087-832-3214（香川県みどり保全課）
○高松市主催事業","香川県、高松市","3/13/2021","09:00","3/13/2021","15:00"
"787","372013","0787","香川県","高松市","昭和町一丁目","2-20",,"サンクリスタル高松","図書館BOOK","①『地図で見る日本の地震』
文／山川　徹　監修／寒川　旭　発行所／偕成社　
資料コード　0119604247　請求番号　453/ヤマ
自分が住んでいる地域でどのくらい地震が起こったかを知っていますか。過去の情報を知ることはこの先の被害を減らすことに繋がります。この本では、これまでどのような地震が起こってきたかを地域別に時系列で紹介しています。簡単にまとめているのでわかりやすい一冊です。

○お問合せ先：高松市中央図書館（861-4501）
○高松市主催事業","高松市教育委員会","2/1/2021",,"2/28/2021",
"788","372013","0788","香川県","高松市","昭和町一丁目","2-20",,"高松市中央図書館　１階児童コーナー　おはなしのへや","高松市中央図書館「おはなし会」","中央図書館では、わらべうたや絵本・紙芝居の読み聞かせなどの「おはなし会」を定期的に開催しています。「おはなしの世界」でたくさん遊んでみませんか。
●ゆりかごおはなし会（9か月～３歳未満児向け）
　2月3日（水）午前10時～午前10時30分
●ひよこの学校（幼児～小学校低学年向け）
　2月6日（土）午前11時～午前11時30分

○お問合せ先：高松市中央図書館（087）861-4501
○高松市主催事業","高松市教育委員会","2/3/2021",,"2/27/2021",
"789","372013","0789","香川県","高松市","昭和町一丁目","2-20",,"サンクリスタル高松３階　第一集会室","ボランティア養成講座","図書館ボランティア養成講座
～手袋人形を作って実演しよう～
＊日時　令和３年２月７日（日）午前１０時～１２時
＊場所　サンクリスタル高松　３階　第一集会室
＊講師　轟　あさ子氏


○お問合せ先：高松市中央図書館（087）861-4501
○高松市主催事業","高松市教育委員会","2/7/2021","10:00","2/7/2021","12:00"
"790","372013","0790","香川県","高松市","昭和町一丁目","2-20",,"サンクリスタル高松３階　第一集会室","英語で楽しむ大人のための朗読会","英語で楽しむ大人のための朗読会
英語と日本語による朗読で、いつもとはひとあじ違った雰囲気で本を楽しみませんか？
日時　令和3年2月28日（日）午後２時～２時４０分（開場：午後１時３０分）
場所　サンクリスタル高松　３階　視聴覚ホール
内容　カナダ出身の交流員による英語での本の朗読


○お問合せ先：高松市中央図書館（861-4501）
○高松市主催事業","高松市教育委員会","2/28/2021",,"2/28/2021",
"791","372013","0791","香川県","高松市","昭和町一丁目","2-20",,"サンクリスタル高松","展示「本が泣いている」","高松市図書館は多くの市民に活用されている一方で、資料の水濡れや汚損などの被害も数多く確認されています。今回の展示では、被害のひどい資料や修理方法などを紹介しています。今一度、図書館資料の利用方法について考えてみませんか？

○お問合せ先：高松市中央図書館（087）861-4501
○高松市主催事業","高松市教育委員会","1/1/2021",,"2/28/2021",
"792","372013","0792","香川県","高松市","国分寺町新居","1298",,"高松市国分寺図書館　研修展示室","高松市国分寺図書館「おはなし会」","　国分寺図書館では、絵本・紙芝居の読み聞かせなどの「おはなし会」を定期的に開催しています。「おはなしの世界」でたくさん遊んでみませんか。
●読み聞かせボランティアによるおはなし会（幼児～小学生向け）
　　2月13日（土）午後2時～2時15分、研修展示室
●おはなしぽけっと（幼児～小学生向け）
　　2月20日（土）午後2時～2時15分、研修展示室







○お問合せ先：高松市国分寺図書館　(087)874-6309
○高松市主催事業","高松市教育委員会","2/13/2021",,"2/27/2021",
"793","372013","0793","香川県","高松市","松島町一丁目","15-1",,"高松市夢みらい図書館　対面朗読室（たかまつミライエ 2階）","高松市夢みらい図書館「おはなし会」","夢みらい図書館では、わらべうたや絵本・紙芝居の読み聞かせなどの「おはなし会」を定期的に開催しています。「おはなしの世界」でたくさん遊んでみませんか。
●ゆめみ・あかちゃんおはなし会（9か月～3歳未満児向け）
　 2月5日（金）午前10時30分～11時00分
●アクセントのおはなし会（幼児～小学生向け）
　 2月6日（土）午後2時～2時30分







○お問合せ先：高松市夢みらい図書館　(087)833-7727
○高松市主催事業","高松市教育委員会","2/1/2021",,"2/28/2021",
"794","372013","0794","香川県","高松市","松島町一丁目","15-1",,"高松市夢みらい図書館　対面朗読室（たかまつミライエ 2階）","高松市夢みらい図書館「おはなし会」","●大人のためのおはなし会
　日時　令和3年2月7日（日）午前11時10分～50分
　場所　夢みらい図書館　対面朗読室
　内容　昔話などのストーリーテリング
　参加　無料、希望者は直接会場へ
　問合　夢みらい図書館833-7727







○お問合せ先：高松市夢みらい図書館　(087)833-7727
○高松市主催事業","高松市教育委員会","2/7/2021",,"2/7/2021",
"795","372013","0795","香川県","高松市","松島町一丁目","15-1",,"高松市夢みらい図書館　対面朗読室（たかまつミライエ 2階）","高松市夢みらい図書館展示「ぼくは、図書館がすき～漆原宏写真展」","●ぼくは、図書館がすき～漆原宏写真展　
　期間　令和3年2月1日（月）～28日（日）
　場所　夢みらい図書館　閲覧室
　内容　図書館の日常風景を題材とする写真家漆原宏氏の作品展　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　     　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　

○お問合せ先：高松市夢みらい図書館　(087)833-7727
○高松市主催事業","高松市教育委員会","2/1/2021",,"2/28/2021",
"796","372013","0796","香川県","高松市","牟礼町牟礼","130-2",,"高松市牟礼図書館　１階会議室","高松市牟礼図書館「おはなし会」","牟礼図書館では、わらべうたや絵本・紙芝居の読み聞かせなどの「おはなし会」を定期的に開催しています。「おはなしの世界」でたくさん遊んでみませんか。
●えほんのとびら＆えいごであそぼう（幼児～小学校低学年向け）
　2月13日（土）午前10時30分～11時
●おはなしひろば「なかよし」（幼児～小学校低学年向け）
　2月20日（土）午前10時30分～11時

○お問合せ先：高松市牟礼図書館　(087)845-4113
○高松市主催事業","高松市教育委員会","2/13/2021",,"2/27/2021",
"797","372013","0797","香川県","高松市","香川町川東上","1865-13",,"高松市香川図書館　２階　おはなしのへや","高松市香川図書館「おはなし会」","　香川図書館では、絵本の読み聞かせ、わらべうた、ストーリーテリングなどの「おはなし会」を定期的に開催しています。子どもから大人まで楽しむことができます。
●おはなし紡ぎの会（幼児～小学校低学年向け）
　　2月6日（土）午前11時～午前11時30分
●おはなしばんび（幼児～小学校低学年向け）
　　2月13日（土）午後2時～午後2時30分







○お問合せ先：高松市香川図書館　(087)879-8970
○高松市主催事業","高松市教育委員会","2/6/2021",,"2/13/2021",
"798","372013","0798","香川県","高松市","番町一丁目","8-15",,"高松市役所","NOコロナハラスメント","NOコロナハラスメント　～正しい情報をもとに冷静な行動を～
新型コロナウイルス感染症に関連する不当な差別、偏見、いじめ等で困った時は、一人で悩まず、ご相談ください。
・人権啓発課　　　　　　０８７−８３９−２２９２
・みんなの人権１１０番　０５７０−００３−１１０
・子どもの人権１１０番　０１２０−００７−１１０
【受付時間】平日：午前８時３０分～午後５時１５分","高松市人権啓発課","2/1/2021",,"2/28/2021",
"799","372013","0799","香川県","高松市","番町一丁目","8-15",,"高松市　文化芸術振興課","文化芸術活動を応援します！","上記の期間内に、所定の申込用紙（文化芸術振興課にて配布／市ホームページよりダウンロード可能）に記入し、文化芸術振興課へ提出してください（締切日の午後5時まで）。当日消印有効。

○詳しくはこちら
https://www.city.takamatsu.kagawa.jp/event/bunka_geijutsu/r31.html


○お問合せ先：文化芸術振興課　087-839-2636
○高松市主催事業","高松市","2/19/2021",,"3/5/2021",
"800","372013","0800","香川県","高松市","香南町岡","1270-13",,"香南アグリーム","季節の薬膳料理教室","身近にある食材で体の不調を和らげる薬膳料理教室。自分の体は自分で守る！自分や家族を健康に導く薬膳と発酵食品をふんだんに使った料理で免疫アップを図ります。旬の野菜を使って管理栄養士が教える簡単季節の薬膳料理教室のご案内です。
【申し込み】2月22日（月）までに則久 育葉へ　【定員】12人
【参加料金】3,500円（薬膳茶付き）+食材費（1,000円程度）
※キャンセルは、2月22日（月）までにお願いします。

○お問合せ先：則久 育葉　090-9778-4380","則久 育葉","2/27/2021","10:00","2/27/2021","12:30"
"801","372013","0801","香川県","高松市","伏石町","2071-16",,"太田コミュニティーセンター","「地域づくりチャレンジ塾最終発表会」と「みんなの学縁祭」","講座名：「地域づくりチャレンジ塾最終発表会」と「みんなの学縁祭」
内容：今年９月より地域課題に取り組んだ成果と塾生OBOGなどの活動紹介を発表する。
対象：興味のある方
定員：100名※オンライン聴講のみ（聴講には開催日3日前までに事前申し込みが必要です。）　
参加料金：オンライン聴講料500円
申込方法：みんなの学縁祭URL・電話・ＦＡＸ
みんなの学縁祭URL　https://peraichi.com/landing_pages/view/minnanogakuensai
○お問合せ先：高松市まちづくり実行委員会（ＴＥＬ：087-812-7534　ＦＡＸ：087-812-7537）
○高松市主催事業","高松市まちづくり学校実行委員会","2/20/2020","10:00","2/20/2020","14:00"
"802","372013","0802","香川県","高松市","塩江町安原下第三号","2084-1",,"高松市南部クリーンセンター","南部クリーンセンターを探検しよう！","南部クリーンセンターの工場見学とリサイクル工作会
普段は入れない南部クリーンセンターの工場内を開放します。見学後に、ごみの分別体験し、ペットボトルロケットを作って空高く飛ばします。 
とき：２月２３日（火）
【午前の部】午前９時３０分～１１時３０分、【午後の部】午後１時３０分～３時３０分
申し込み：2月３日（水）午前９時から電話で同センター（℡８９０−２１９０）へ

○お問合せ先：高松市南部クリーンセンター
○高松市主催事業","高松市南部クリーンセンター","2/23/2021","09:30","2/23/2021","15:30"
"803","372013","0803","香川県","高松市","番町一丁目","8-15",,"たかまつ防災プラザ（防災合同庁舎）","ぼうさいまちカフェの開催について","「ぼうさいまちカフェ」は、市民の防災意識と防災力を高めるために、防災などの専門家と一般の方々が気軽に、防災・減災などの話題について自由に語り合う新しいコミュニケーションの場です。お気軽に御参加ください。
日時：令和3年2月10日（水）10：00～11：00
講師：竹之内 健介　氏
演題：「我が家は大丈夫？水害時の避難ルール最前線」
※日程等は変更する可能性があります。詳細はHP等でお知らせします。

○お問合せ先：高松市危機管理課
○高松市主催事業","高松市危機管理課","2/10/2021","10:00","2/10/2021","11:00"
"804","372013","0804","香川県","高松市","桜町一丁目","10-27",,"保健所","もの忘れ・認知症相談","内容：専門医による個別相談
申込方法：電話又は来所による申し込みで、予約制

なお、『もの忘れ・認知症相談』は令和２年度をもって終了します。

○お問合せ先：地域包括支援センター
○高松市主催事業","地域包括支援センター","2/24/2021","14:00","2/24/2021","16:00"
"805","372013","0805","香川県","高松市","桜町一丁目","10-27",,"保健所","認知症の人を支える家族のつどい「ひだまり」","内容：・講話(テーマ)　家族の健康づくり
　　　　　　　　　　　～健幸食生活～
　　　・グループワーク  
申込方法：電話又は来所により申し込み

○お問合せ先：地域包括支援センター
○高松市主催事業","地域包括支援センター","2/19/2021","10:00","2/19/2021","12:00"
"806","372013","0806","香川県","高松市","松並町",,,"各開催場所","たかまつ「ひだまり」カフェ（認知症カフェ）","市では、認知症の人やそのご家族、認知症に関心のある人が認知症について相談できる専門職を交えて、気軽にお茶を飲みながらおしゃべりしたり、楽しく過ごすことのできる認知症カフェを開いています。ぜひお立ち寄りください。
たかまつ「ひだまり」カフェの場所・日程など、詳しくは市のホームページへ


○お問合せ先：各開催場所
○高松市補助事業","地域包括支援センター","2/1/2021",,"2/28/2021",
"807","372013","0807","香川県","高松市","三木町池戸","1750-1",,"香川大学医学部看護学科　教育研究棟4階","第９回　集まれ！ジュモクルズ　～多胎家庭にやさしい社会をめざして～","◆当日プログラム（予定）◆
・多胎育児DVD視聴
・高松市地域子育て支援コーディネーターによる相談会
・多胎家庭の交流と手形スタンプで思い出作り
◆開場◆13:30","特定非営利活動法人　ゆうゆうクラブ","3/7/2021","14:00","3/7/2021","15:00"
"808","372013","0808","香川県","高松市","常盤町","1-3-1",,"IKODE瓦町　8階　アートステーション多目的スタジオ","0才からのコンサート～赤ちゃんと一緒にクラシックを楽しみませんか？～","保護者とお子さまが一緒に楽しめる、ピアノトリオ（バイオリン・チェロ・ピアノ）と歌のコンサートです。クラシックや子ども向けの曲を披露します。
2月8日（月）10:00から文化芸術振興課へ電話予約してください。電話受付はひと家族ごととします。定員になり次第締め切らせていただきます。

○お問合せ先：文化芸術振興課　087-839-2636
○高松市主催事業","高松市","3/13/2021","14:00","3/13/2021","14:40"
"809","372013","0809","香川県","高松市","常磐町","1-3-1",,"IKODE瓦町　8階　アートステーション多目的スタジオ","高松市瓦町アートステーション自主事業
高松ワークショップＬａｂ．「演劇で遊ぶコミュニケーションワークショップ」（仮）","内容：演劇で遊びながらコミュニケーションを楽しむワークショップ
対象：２０名（申込先着順）
申込方法：２月８日（月）までに電話かメールで、氏名・年齢・電話番号を文化芸術振興課へ
※入口で検温を行います。発熱、体調不良の方は参加を御遠慮いただく場合があります。

○お問合せ先：文化芸術振興課　839-2636、（メール）bunka@city.takamatsu.lg.jp
○高松市主催事業","高松市文化芸術振興課","2/11/2021",,"2/11/2021",
"810","372013","0810","香川県","高松市","兵庫町","3-10",,"高松市兵庫町商店街","高松アーティスト・イン・レジデンス2020 杉原信幸×中村綾花 襤褸（らんる）の炬燵、ゆたん","展示期間は不定休です。
襤褸（ぼろ）布を縫い合わせて大きなこたつ布団を作る公開制作に参加ください。
不要な綿や麻、絹の端切れや浴衣、大漁旗などあれば、持参ください。なくても参加できます。
参加者にはおみかん焼きの振舞いと手作りマスクをプレゼントします。
※マスクの着用と検温、消毒をお願いします。

○お問合せ先：杉原信幸さん　080-3520-9807
○高松市主催事業","高松市文化芸術振興課","2/1/2021","11:00","2/23/2021","19:00"
"811","372013","0811","香川県","高松市","国分寺町新名","430",,"高松国分寺ホール","コンサート＆「ビルマの竪琴」上映会","①ピアノ、バイオリン、オカリナ、オカリナ合奏団、プロの演奏家によるコンサート
②映画上映　1956年制作　「ビルマの竪琴」

○お問合せ先：高松市こどもに平和な未来を繋ぐ会　087-843-7720
○高松市後援事業","高松市こどもに平和な未来を繋ぐ会","3/13/2021","13:00","3/13/2021","16:00"
"812","372013","0812","香川県","高松市","サンポート","2-1",,"サンポートホール高松　4階　第1小ホール","第9回サンポートホール高松デビューリサイタル","日時：①3月6日（土）14:00～
　　　②4月10日（土）14:00～
内容：香川出身の音楽家が、恩師や家族、友人の住む故郷で心を込めた演奏を披露します。
出演者：①斎藤愛（ソプラノ）、河西真緒（バイオリン）
　　　　②大久保かおり（クラリネット）、多田羅愛（ピアノ）

○お問合せ先：サンポートホール高松　事業係　087-825-5010
○高松市委託事業","（公財）高松市文化芸術財団、高松市","3/6/2021","14:00","4/10/2021",
"813","372013","0813","香川県","高松市","国分寺町新名","430",,"高松国分寺ホール","高松国分寺ホールイベント情報","高松国分寺ホールで開催するイベント情報です。
詳しくは、ホームページをご確認ください。
Http://kokubunji-hall.jp

○お問合せ先：高松国分寺ホール　087-875-0162
○高松市補助事業","高松国分寺ホール指定管理者","2/1/2021",,"2/28/2021",
"814","372013","0814","香川県","高松市","香南町由佐","253-1",,"高松市香南歴史民俗郷土館","企画展「第20回 郷土の文化 拓本展」","香南歴史民俗郷土館の講座「拓本（たくほん）と表装を楽しむ」受講生と香南拓本会による拓本作品展です。香川県内の文学碑や記念碑の拓本をとり、軸物に表装した作品を展示します。今回のテーマは「万葉歌」・「種田山頭火」。是非御覧ください。
開催時間：9：00～17：00（入館は16：30まで）※最終日は15：00まで
休館日：月曜日（月曜日が祝日の場合は翌平日）
観覧料：無料

○お問合せ先：高松市香南歴史民俗郷土館（電話：087-879-0717）
○高松市主催事業","高松市香南歴史民俗郷土館","2/21/2021","09:00","3/14/2021","15:00"
